Otimização: Bot_Donchian_MM_V31
Estratégia: Bot_Donchian_MM_V3
Data inicial: 08/05/2023
Data final: 08/08/2023
Otimizações: 864
ID;Ativo;Intervalo;Saldo;Lucro Liquido;Fator de Lucro;Lucro Bruto;Loss Bruto;Número op.;Op. Vencedoras;Op. Perdedoras;Op. Zeradas;Média de Lucro/Prejuízo;Maior lucro;Percentual de Op. Vencedoras;Média de tempo em op;Declínio Máx.(Topo ao Fundo);Declínio Máx.(Trade a Trade);TrueRangeXstop;QtdMinContratos;PeriodoDonchUm;DeslocamentoUm;StopLoss;
679;WINFUT;55 Segundo;-200;-200;0,99;25155;-25355;858;356;493;9;1,37;265,00;41,49;00:00:00;-2.125,00;-720,00;1,00;5;3;3;250;
680;WINFUT;55 Segundo;-1070;-1070;0,96;24125;-25195;858;364;486;8;1,28;295,00;42,42;00:00:00;-1.575,00;-720,00;1,00;5;3;4;250;
681;WINFUT;55 Segundo;-455;-455;0,99;32545;-33000;1046;424;616;6;1,43;285,00;40,54;00:00:00;-2.710,00;-765,00;1,00;5;4;1;250;
682;WINFUT;55 Segundo;-575;-575;0,98;27530;-28105;875;345;525;5;1,49;275,00;39,43;00:00:00;-2.270,00;-770,00;1,00;5;4;2;250;
683;WINFUT;55 Segundo;-1780;-1780;0,93;23235;-25015;776;303;468;5;1,43;295,00;39,05;00:00:00;-2.635,00;-770,00;1,00;5;4;3;250;
684;WINFUT;55 Segundo;1150;1150;1,05;23870;-22720;722;292;426;4;1,53;325,00;40,44;00:00:00;-1.305,00;-785,00;1,00;5;4;4;250;
685;WINFUT;55 Segundo;3190;3190;1,10;34960;-31770;993;402;589;2;1,61;290,00;40,48;00:00:00;-2.230,00;-835,00;1,00;5;5;1;250;
686;WINFUT;55 Segundo;85;85;1,00;27920;-27835;844;333;511;0;1,54;320,00;39,45;00:00:00;-2.320,00;-880,00;1,00;5;5;2;250;
687;WINFUT;55 Segundo;1015;1015;1,04;26910;-25895;783;302;478;3;1,64;320,00;38,57;00:00:00;-1.550,00;-880,00;1,00;5;5;3;250;
688;WINFUT;55 Segundo;390;390;1,02;23795;-23405;706;268;435;3;1,65;295,00;37,96;00:00:00;-1.990,00;-760,00;1,00;5;5;4;250;
689;WINFUT;55 Segundo;-700;-700;0,98;36195;-36895;1213;646;536;31;0,81;265,00;53,26;00:00:00;-2.520,00;-690,00;1,50;5;2;1;250;
690;WINFUT;55 Segundo;-410;-410;0,99;29735;-30145;990;531;441;18;0,82;265,00;53,64;00:00:00;-3.295,00;-695,00;1,50;5;2;2;250;
691;WINFUT;55 Segundo;1000;1000;1,04;28605;-27605;955;530;413;12;0,81;210,00;55,50;00:00:00;-2.600,00;-610,00;1,50;5;2;3;250;
692;WINFUT;55 Segundo;1805;1805;1,07;26100;-24295;874;503;353;18;0,75;255,00;57,55;00:00:00;-1.500,00;-815,00;1,50;5;2;4;250;
693;WINFUT;55 Segundo;3550;3550;1,10;37765;-34215;1060;588;456;16;0,86;270,00;55,47;00:00:00;-2.530,00;-690,00;1,50;5;3;1;250;
694;WINFUT;55 Segundo;1480;1480;1,05;30490;-29010;857;459;387;11;0,89;275,00;53,56;00:00:00;-2.495,00;-710,00;1,50;5;3;2;250;
695;WINFUT;55 Segundo;1595;1595;1,06;28380;-26785;790;420;361;9;0,91;265,00;53,16;00:00:00;-1.800,00;-610,00;1,50;5;3;3;250;
696;WINFUT;55 Segundo;1690;1690;1,06;27725;-26035;786;431;348;7;0,86;295,00;54,83;00:00:00;-1.300,00;-860,00;1,50;5;3;4;250;
697;WINFUT;55 Segundo;1945;1945;1,06;36645;-34700;966;507;450;9;0,94;285,00;52,48;00:00:00;-2.155,00;-955,00;1,50;5;4;1;250;
698;WINFUT;55 Segundo;2280;2280;1,08;32320;-30040;812;422;386;4;0,98;275,00;51,97;00:00:00;-1.870,00;-690,00;1,50;5;4;2;250;
699;WINFUT;55 Segundo;1180;1180;1,04;27590;-26410;714;370;340;4;0,96;295,00;51,82;00:00:00;-2.145,00;-855,00;1,50;5;4;3;250;
700;WINFUT;55 Segundo;2200;2200;1,09;26820;-24620;663;341;315;7;1,01;325,00;51,43;00:00:00;-1.880,00;-950,00;1,50;5;4;4;250;
701;WINFUT;55 Segundo;4775;4775;1,14;38705;-33930;903;469;431;3;1,05;290,00;51,94;00:00:00;-2.545,00;-775,00;1,50;5;5;1;250;
702;WINFUT;55 Segundo;2605;2605;1,09;31845;-29240;764;394;367;3;1,01;320,00;51,57;00:00:00;-2.025,00;-950,00;1,50;5;5;2;250;
703;WINFUT;55 Segundo;2835;2835;1,10;30925;-28090;721;365;352;4;1,06;320,00;50,62;00:00:00;-1.675,00;-675,00;1,50;5;5;3;250;
704;WINFUT;55 Segundo;400;400;1,02;25990;-25590;637;309;324;4;1,06;295,00;48,51;00:00:00;-2.275,00;-875,00;1,50;5;5;4;250;
705;WINFUT;55 Segundo;1865;1865;1,05;37255;-35390;1152;672;443;37;0,69;265,00;58,33;00:00:00;-2.380,00;-900,00;2,00;5;2;1;250;
706;WINFUT;55 Segundo;-140;-140;1,00;30405;-30545;951;551;380;20;0,69;265,00;57,94;00:00:00;-3.235,00;-685,00;2,00;5;2;2;250;
707;WINFUT;55 Segundo;3230;3230;1,12;29945;-26715;911;565;332;14;0,66;210,00;62,02;00:00:00;-2.180,00;-680,00;2,00;5;2;3;250;
708;WINFUT;55 Segundo;2415;2415;1,10;26645;-24230;835;525;286;24;0,60;215,00;62,87;00:00:00;-1.760,00;-950,00;2,00;5;2;4;250;
709;WINFUT;55 Segundo;3580;3580;1,10;38270;-34690;1008;612;380;16;0,68;270,00;60,71;00:00:00;-2.370,00;-575,00;2,00;5;3;1;250;
710;WINFUT;55 Segundo;3620;3620;1,12;32645;-29025;821;494;314;13;0,71;275,00;60,17;00:00:00;-2.080,00;-685,00;2,00;5;3;2;250;
711;WINFUT;55 Segundo;1830;1830;1,07;29775;-27945;760;448;298;14;0,71;265,00;58,95;00:00:00;-2.120,00;-685,00;2,00;5;3;3;250;
712;WINFUT;55 Segundo;2485;2485;1,09;28745;-26260;749;462;279;8;0,66;255,00;61,68;00:00:00;-1.735,00;-1.030,00;2,00;5;3;4;250;
713;WINFUT;55 Segundo;5325;5325;1,16;39485;-34160;921;556;352;13;0,73;275,00;60,37;00:00:00;-2.620,00;-920,00;2,00;5;4;1;250;
714;WINFUT;55 Segundo;4355;4355;1,14;34570;-30215;772;455;308;9;0,77;275,00;58,94;00:00:00;-2.395,00;-785,00;2,00;5;4;2;250;
715;WINFUT;55 Segundo;2575;2575;1,10;29480;-26905;679;403;270;6;0,73;295,00;59,35;00:00:00;-2.095,00;-805,00;2,00;5;4;3;250;
716;WINFUT;55 Segundo;3995;3995;1,16;28575;-24580;633;379;246;8;0,75;325,00;59,87;00:00:00;-1.320,00;-805,00;2,00;5;4;4;250;
717;WINFUT;55 Segundo;7515;7515;1,22;41010;-33495;851;514;333;4;0,79;290,00;60,40;00:00:00;-2.445,00;-780,00;2,00;5;5;1;250;
718;WINFUT;55 Segundo;4405;4405;1,15;33770;-29365;719;429;286;4;0,77;320,00;59,67;00:00:00;-2.060,00;-670,00;2,00;5;5;2;250;
719;WINFUT;55 Segundo;3935;3935;1,14;32525;-28590;680;397;278;5;0,80;320,00;58,38;00:00:00;-2.215,00;-685,00;2,00;5;5;3;250;
720;WINFUT;55 Segundo;845;845;1,03;27275;-26430;601;337;256;8;0,78;295,00;56,07;00:00:00;-2.395,00;-910,00;2,00;5;5;4;250;
721;WINFUT;55 Segundo;3180;3180;1,10;36545;-33365;1116;681;397;38;0,64;265,00;61,02;00:00:00;-1.795,00;-990,00;2,50;5;2;1;250;
722;WINFUT;55 Segundo;1145;1145;1,04;30365;-29220;914;560;334;20;0,62;265,00;61,27;00:00:00;-2.725,00;-725,00;2,50;5;2;2;250;
723;WINFUT;55 Segundo;4890;4890;1,19;30305;-25415;887;576;296;15;0,61;210,00;64,94;00:00:00;-1.685,00;-575,00;2,50;5;2;3;250;
724;WINFUT;55 Segundo;2845;2845;1,12;26610;-23765;811;533;252;26;0,53;255,00;65,72;00:00:00;-1.935,00;-730,00;2,50;5;2;4;250;
725;WINFUT;55 Segundo;5250;5250;1,16;38020;-32770;970;617;338;15;0,64;270,00;63,61;00:00:00;-3.010,00;-710,00;2,50;5;3;1;250;
726;WINFUT;55 Segundo;3325;3325;1,11;32315;-28990;798;509;274;15;0,60;255,00;63,78;00:00:00;-2.125,00;-850,00;2,50;5;3;2;250;
727;WINFUT;55 Segundo;3430;3430;1,13;29370;-25940;728;461;249;18;0,61;260,00;63,32;00:00:00;-2.605,00;-855,00;2,50;5;3;3;250;
728;WINFUT;55 Segundo;3095;3095;1,12;29360;-26265;726;473;242;11;0,57;265,00;65,15;00:00:00;-1.675,00;-1.280,00;2,50;5;3;4;250;
729;WINFUT;55 Segundo;6185;6185;1,18;39655;-33470;887;573;300;14;0,62;245,00;64,60;00:00:00;-2.130,00;-1.145,00;2,50;5;4;1;250;
730;WINFUT;55 Segundo;4735;4735;1,16;34765;-30030;742;475;256;11;0,62;275,00;64,02;00:00:00;-2.295,00;-715,00;2,50;5;4;2;250;
731;WINFUT;55 Segundo;3455;3455;1,13;30125;-26670;656;422;230;4;0,62;275,00;64,33;00:00:00;-1.780,00;-755,00;2,50;5;4;3;250;
732;WINFUT;55 Segundo;4145;4145;1,17;29215;-25070;615;395;212;8;0,63;325,00;64,23;00:00:00;-1.740,00;-825,00;2,50;5;4;4;250;
733;WINFUT;55 Segundo;9705;9705;1,31;41030;-31325;806;529;271;6;0,67;290,00;65,63;00:00:00;-2.860,00;-575,00;2,50;5;5;1;250;
734;WINFUT;55 Segundo;4050;4050;1,14;33385;-29335;683;438;239;6;0,62;320,00;64,13;00:00:00;-2.380,00;-710,00;2,50;5;5;2;250;
735;WINFUT;55 Segundo;4120;4120;1,15;32325;-28205;644;406;234;4;0,66;320,00;63,04;00:00:00;-2.495,00;-715,00;2,50;5;5;3;250;
736;WINFUT;55 Segundo;1970;1970;1,08;28185;-26215;572;350;212;10;0,65;295,00;61,19;00:00:00;-2.765,00;-1.145,00;2,50;5;5;4;250;
737;WINFUT;55 Segundo;2845;2845;1,08;36510;-33665;1097;680;383;34;0,61;265,00;61,99;00:00:00;-2.680,00;-680,00;3,00;5;2;1;250;
738;WINFUT;55 Segundo;455;455;1,02;30375;-29920;900;560;320;20;0,58;265,00;62,22;00:00:00;-2.765,00;-845,00;3,00;5;2;2;250;
739;WINFUT;55 Segundo;5150;5150;1,20;30520;-25370;874;579;280;15;0,58;210,00;66,25;00:00:00;-1.730,00;-575,00;3,00;5;2;3;250;
740;WINFUT;55 Segundo;2780;2780;1,12;26635;-23855;796;534;235;27;0,49;255,00;67,09;00:00:00;-1.755,00;-680,00;3,00;5;2;4;250;
741;WINFUT;55 Segundo;5345;5345;1,16;38270;-32925;954;622;315;17;0,59;365,00;65,20;00:00:00;-2.595,00;-680,00;3,00;5;3;1;250;
742;WINFUT;55 Segundo;3835;3835;1,13;32625;-28790;779;517;249;13;0,55;255,00;66,37;00:00:00;-3.025,00;-730,00;3,00;5;3;2;250;
743;WINFUT;55 Segundo;3425;3425;1,13;30085;-26660;715;469;229;17;0,55;260,00;65,59;00:00:00;-1.845,00;-900,00;3,00;5;3;3;250;
744;WINFUT;55 Segundo;3940;3940;1,15;29415;-25475;704;474;217;13;0,53;265,00;67,33;00:00:00;-1.585,00;-1.350,00;3,00;5;3;4;250;
745;WINFUT;55 Segundo;5325;5325;1,16;39345;-34020;862;570;277;15;0,56;365,00;66,13;00:00:00;-2.405,00;-845,00;3,00;5;4;1;250;
746;WINFUT;55 Segundo;6185;6185;1,21;35440;-29255;724;481;231;12;0,58;275,00;66,44;00:00:00;-2.250,00;-670,00;3,00;5;4;2;250;
747;WINFUT;55 Segundo;3790;3790;1,14;30095;-26305;633;422;207;4;0,56;275,00;66,67;00:00:00;-2.065,00;-855,00;3,00;5;4;3;250;
748;WINFUT;55 Segundo;5245;5245;1,21;30055;-24810;600;403;189;8;0,57;325,00;67,17;00:00:00;-1.795,00;-890,00;3,00;5;4;4;250;
749;WINFUT;55 Segundo;10105;10105;1,32;42100;-31995;789;535;248;6;0,61;410,00;67,81;00:00:00;-2.055,00;-680,00;3,00;5;5;1;250;
750;WINFUT;55 Segundo;5235;5235;1,18;34580;-29345;669;451;211;7;0,55;440,00;67,41;00:00:00;-2.470,00;-720,00;3,00;5;5;2;250;
751;WINFUT;55 Segundo;4790;4790;1,17;32480;-27690;621;408;208;5;0,60;320,00;65,70;00:00:00;-2.370,00;-720,00;3,00;5;5;3;250;
752;WINFUT;55 Segundo;3225;3225;1,13;28920;-25695;557;362;185;10;0,58;295,00;64,99;00:00:00;-3.110,00;-1.195,00;3,00;5;5;4;250;
753;WINFUT;55 Segundo;3510;3510;1,11;36380;-32870;1077;675;368;34;0,60;265,00;62,67;00:00:00;-2.870,00;-790,00;3,50;5;2;1;250;
754;WINFUT;55 Segundo;2155;2155;1,08;30360;-28205;880;560;302;18;0,58;265,00;63,64;00:00:00;-2.585,00;-785,00;3,50;5;2;2;250;
755;WINFUT;55 Segundo;4320;4320;1,17;30230;-25910;864;575;274;15;0,56;210,00;66,55;00:00:00;-1.850,00;-655,00;3,50;5;2;3;250;
756;WINFUT;55 Segundo;2605;2605;1,11;26680;-24075;788;539;223;26;0,46;255,00;68,40;00:00:00;-1.795,00;-790,00;3,50;5;2;4;250;
757;WINFUT;55 Segundo;6290;6290;1,20;38100;-31810;939;619;304;16;0,59;365,00;65,92;00:00:00;-3.130,00;-785,00;3,50;5;3;1;250;
758;WINFUT;55 Segundo;4080;4080;1,15;32085;-28005;764;513;237;14;0,53;255,00;67,15;00:00:00;-2.800,00;-840,00;3,50;5;3;2;250;
759;WINFUT;55 Segundo;4105;4105;1,16;30125;-26020;702;470;214;18;0,53;260,00;66,95;00:00:00;-2.065,00;-1.035,00;3,50;5;3;3;250;
760;WINFUT;55 Segundo;3970;3970;1,16;29100;-25130;688;474;202;12;0,49;265,00;68,90;00:00:00;-1.745,00;-1.220,00;3,50;5;3;4;250;
761;WINFUT;55 Segundo;6090;6090;1,19;38830;-32740;844;563;264;17;0,56;365,00;66,71;00:00:00;-2.765,00;-985,00;3,50;5;4;1;250;
762;WINFUT;55 Segundo;4650;4650;1,16;34565;-29915;710;476;221;13;0,54;275,00;67,04;00:00:00;-2.725,00;-780,00;3,50;5;4;2;250;
763;WINFUT;55 Segundo;4520;4520;1,18;30135;-25615;627;426;195;6;0,54;275,00;67,94;00:00:00;-2.200,00;-810,00;3,50;5;4;3;250;
764;WINFUT;55 Segundo;6515;6515;1,28;29975;-23460;589;410;170;9;0,53;325,00;69,61;00:00:00;-1.540,00;-790,00;3,50;5;4;4;250;
765;WINFUT;55 Segundo;8030;8030;1,25;40695;-32665;773;525;242;6;0,57;410,00;67,92;00:00:00;-2.225,00;-785,00;3,50;5;5;1;250;
766;WINFUT;55 Segundo;4615;4615;1,16;33830;-29215;655;448;199;8;0,51;440,00;68,40;00:00:00;-2.460,00;-780,00;3,50;5;5;2;250;
767;WINFUT;55 Segundo;4660;4660;1,17;31960;-27300;609;410;193;6;0,55;320,00;67,32;00:00:00;-2.010,00;-780,00;3,50;5;5;3;250;
768;WINFUT;55 Segundo;3585;3585;1,14;28530;-24945;542;362;170;10;0,54;295,00;66,79;00:00:00;-3.150,00;-1.180,00;3,50;5;5;4;250;
769;WINFUT;1 Minuto;30;30;1,00;46815;-46785;1705;779;911;15;1,17;265,00;45,69;00:00:00;-2.250,00;-645,00;1,00;5;2;1;250;
770;WINFUT;1 Minuto;-1405;-1405;0,96;35500;-36905;1348;585;744;19;1,22;275,00;43,40;00:00:00;-2.195,00;-580,00;1,00;5;2;2;250;
771;WINFUT;1 Minuto;-825;-825;0,98;33915;-34740;1307;594;696;17;1,14;215,00;45,45;00:00:00;-1.715,00;-660,00;1,00;5;2;3;250;
772;WINFUT;1 Minuto;125;125;1,00;31675;-31550;1234;572;641;21;1,13;275,00;46,35;00:00:00;-1.420,00;-665,00;1,00;5;2;4;250;
773;WINFUT;1 Minuto;-1040;-1040;0,98;43535;-44575;1458;619;833;6;1,31;265,00;42,46;00:00:00;-2.140,00;-845,00;1,00;5;3;1;250;
774;WINFUT;1 Minuto;-340;-340;0,99;35970;-36310;1197;503;690;4;1,36;255,00;42,02;00:00:00;-2.250,00;-1.140,00;1,00;5;3;2;250;
775;WINFUT;1 Minuto;1715;1715;1,05;33095;-31380;1068;461;605;2;1,38;325,00;43,16;00:00:00;-1.815,00;-655,00;1,00;5;3;3;250;
776;WINFUT;1 Minuto;-815;-815;0,97;30770;-31585;1065;446;609;10;1,33;280,00;41,88;00:00:00;-2.310,00;-785,00;1,00;5;3;4;250;
777;WINFUT;1 Minuto;185;185;1,00;44025;-43840;1357;547;807;3;1,48;305,00;40,31;00:00:00;-2.870,00;-1.075,00;1,00;5;4;1;250;
778;WINFUT;1 Minuto;-885;-885;0,98;36270;-37155;1125;438;687;0;1,53;320,00;38,93;00:00:00;-2.845,00;-830,00;1,00;5;4;2;250;
779;WINFUT;1 Minuto;-1740;-1740;0,95;30750;-32490;988;378;607;3;1,52;290,00;38,26;00:00:00;-3.465,00;-700,00;1,00;5;4;3;250;
780;WINFUT;1 Minuto;-2080;-2080;0,93;28980;-31060;936;349;581;6;1,55;290,00;37,29;00:00:00;-3.645,00;-790,00;1,00;5;4;4;250;
781;WINFUT;1 Minuto;2980;2980;1,07;44950;-41970;1258;494;764;0;1,66;430,00;39,27;00:00:00;-2.535,00;-820,00;1,00;5;5;1;250;
782;WINFUT;1 Minuto;1370;1370;1,04;37855;-36485;1086;415;668;3;1,67;300,00;38,21;00:00:00;-2.275,00;-780,00;1,00;5;5;2;250;
783;WINFUT;1 Minuto;2920;2920;1,09;35145;-32225;970;373;595;2;1,74;355,00;38,45;00:00:00;-2.805,00;-780,00;1,00;5;5;3;250;
784;WINFUT;1 Minuto;-770;-770;0,98;30710;-31480;915;330;582;3;1,72;380,00;36,07;00:00:00;-2.945,00;-810,00;1,00;5;5;4;250;
785;WINFUT;1 Minuto;1820;1820;1,04;50610;-48790;1598;886;684;28;0,80;265,00;55,44;00:00:00;-2.685,00;-610,00;1,50;5;2;1;250;
786;WINFUT;1 Minuto;1490;1490;1,04;39920;-38430;1266;686;558;22;0,84;275,00;54,19;00:00:00;-1.840,00;-610,00;1,50;5;2;2;250;
787;WINFUT;1 Minuto;940;940;1,03;37590;-36650;1213;676;517;20;0,78;260,00;55,73;00:00:00;-1.740,00;-690,00;1,50;5;2;3;250;
788;WINFUT;1 Minuto;480;480;1,01;34485;-34005;1160;645;491;24;0,77;275,00;55,60;00:00:00;-1.505,00;-620,00;1,50;5;2;4;250;
789;WINFUT;1 Minuto;1880;1880;1,04;48455;-46575;1355;727;614;14;0,88;265,00;53,65;00:00:00;-2.915,00;-710,00;1,50;5;3;1;250;
790;WINFUT;1 Minuto;2630;2630;1,07;41060;-38430;1109;592;513;4;0,93;260,00;53,38;00:00:00;-1.510,00;-770,00;1,50;5;3;2;250;
791;WINFUT;1 Minuto;3260;3260;1,09;37650;-34390;996;530;463;3;0,96;325,00;53,21;00:00:00;-1.560,00;-690,00;1,50;5;3;3;250;
792;WINFUT;1 Minuto;-650;-650;0,98;34005;-34655;992;516;465;11;0,88;280,00;52,02;00:00:00;-2.630,00;-965,00;1,50;5;3;4;250;
793;WINFUT;1 Minuto;1815;1815;1,04;48665;-46850;1241;635;600;6;0,98;305,00;51,17;00:00:00;-1.915,00;-965,00;1,50;5;4;1;250;
794;WINFUT;1 Minuto;445;445;1,01;40640;-40195;1032;520;512;0;1,00;320,00;50,39;00:00:00;-2.705,00;-855,00;1,50;5;4;2;250;
795;WINFUT;1 Minuto;75;75;1,00;35055;-34980;918;459;456;3;1,00;290,00;50,00;00:00:00;-2.510,00;-1.115,00;1,50;5;4;3;250;
796;WINFUT;1 Minuto;-2325;-2325;0,93;32280;-34605;864;408;449;7;1,03;290,00;47,22;00:00:00;-3.785,00;-940,00;1,50;5;4;4;250;
797;WINFUT;1 Minuto;4560;4560;1,10;50015;-45455;1157;589;567;1;1,06;430,00;50,91;00:00:00;-2.820,00;-775,00;1,50;5;5;1;250;
798;WINFUT;1 Minuto;4280;4280;1,11;42980;-38700;990;503;483;4;1,07;300,00;50,81;00:00:00;-1.900,00;-845,00;1,50;5;5;2;250;
799;WINFUT;1 Minuto;3690;3690;1,11;38780;-35090;880;435;444;1;1,13;355,00;49,43;00:00:00;-3.145,00;-700,00;1,50;5;5;3;250;
800;WINFUT;1 Minuto;1975;1975;1,06;35495;-33520;825;397;426;2;1,14;380,00;48,12;00:00:00;-2.765,00;-780,00;1,50;5;5;4;250;
801;WINFUT;1 Minuto;5305;5305;1,11;51825;-46520;1527;929;570;28;0,68;265,00;60,84;00:00:00;-2.010,00;-580,00;2,00;5;2;1;250;
802;WINFUT;1 Minuto;4605;4605;1,12;42685;-38080;1217;730;463;24;0,71;275,00;59,98;00:00:00;-1.355,00;-705,00;2,00;5;2;2;250;
803;WINFUT;1 Minuto;2230;2230;1,06;39115;-36885;1164;711;429;24;0,64;260,00;61,08;00:00:00;-1.320,00;-590,00;2,00;5;2;3;250;
804;WINFUT;1 Minuto;340;340;1,01;35240;-34900;1108;671;413;24;0,62;275,00;60,56;00:00:00;-1.655,00;-695,00;2,00;5;2;4;250;
805;WINFUT;1 Minuto;3945;3945;1,09;50330;-46385;1300;781;501;18;0,70;265,00;60,08;00:00:00;-2.460,00;-805,00;2,00;5;3;1;250;
806;WINFUT;1 Minuto;4545;4545;1,12;42790;-38245;1058;624;421;13;0,75;260,00;58,98;00:00:00;-1.590,00;-690,00;2,00;5;3;2;250;
807;WINFUT;1 Minuto;5750;5750;1,17;38970;-33220;946;567;370;9;0,77;325,00;59,94;00:00:00;-1.590,00;-795,00;2,00;5;3;3;250;
808;WINFUT;1 Minuto;640;640;1,02;35715;-35075;936;550;372;14;0,69;280,00;58,76;00:00:00;-2.960,00;-1.260,00;2,00;5;3;4;250;
809;WINFUT;1 Minuto;4155;4155;1,09;50240;-46085;1168;688;472;8;0,75;305,00;58,90;00:00:00;-2.985,00;-805,00;2,00;5;4;1;250;
810;WINFUT;1 Minuto;4105;4105;1,11;43105;-39000;980;581;393;6;0,75;320,00;59,29;00:00:00;-2.890,00;-805,00;2,00;5;4;2;250;
811;WINFUT;1 Minuto;1835;1835;1,05;37435;-35600;876;508;364;4;0,75;290,00;57,99;00:00:00;-2.235,00;-800,00;2,00;5;4;3;250;
812;WINFUT;1 Minuto;-365;-365;0,99;34350;-34715;808;451;346;11;0,76;320,00;55,82;00:00:00;-3.115,00;-920,00;2,00;5;4;4;250;
813;WINFUT;1 Minuto;6665;6665;1,15;51750;-45085;1085;640;439;6;0,79;430,00;58,99;00:00:00;-2.185,00;-920,00;2,00;5;5;1;250;
814;WINFUT;1 Minuto;8560;8560;1,23;45605;-37045;920;550;362;8;0,81;300,00;59,78;00:00:00;-1.865,00;-795,00;2,00;5;5;2;250;
815;WINFUT;1 Minuto;3985;3985;1,11;40455;-36470;834;471;357;6;0,84;355,00;56,47;00:00:00;-2.900,00;-690,00;2,00;5;5;3;250;
816;WINFUT;1 Minuto;2660;2660;1,08;36960;-34300;772;432;337;3;0,84;380,00;55,96;00:00:00;-2.095,00;-690,00;2,00;5;5;4;250;
817;WINFUT;1 Minuto;7125;7125;1,16;51405;-44280;1477;923;522;32;0,66;265,00;62,49;00:00:00;-2.080,00;-720,00;2,50;5;2;1;250;
818;WINFUT;1 Minuto;3860;3860;1,10;42620;-38760;1182;732;421;29;0,63;275,00;61,93;00:00:00;-1.655,00;-870,00;2,50;5;2;2;250;
819;WINFUT;1 Minuto;2995;2995;1,08;39485;-36490;1126;715;385;26;0,58;260,00;63,50;00:00:00;-2.350,00;-715,00;2,50;5;2;3;250;
820;WINFUT;1 Minuto;1715;1715;1,05;36190;-34475;1072;681;364;27;0,56;275,00;63,53;00:00:00;-2.340,00;-715,00;2,50;5;2;4;250;
821;WINFUT;1 Minuto;4470;4470;1,10;50535;-46065;1260;798;441;21;0,61;265,00;63,33;00:00:00;-1.880,00;-1.000,00;2,50;5;3;1;250;
822;WINFUT;1 Minuto;3285;3285;1,08;42890;-39605;1032;640;376;16;0,64;255,00;62,02;00:00:00;-2.265,00;-850,00;2,50;5;3;2;250;
823;WINFUT;1 Minuto;6160;6160;1,18;39660;-33500;920;588;323;9;0,65;325,00;63,91;00:00:00;-1.695,00;-860,00;2,50;5;3;3;250;
824;WINFUT;1 Minuto;1605;1605;1,05;36365;-34760;897;565;314;18;0,58;280,00;62,99;00:00:00;-2.940,00;-575,00;2,50;5;3;4;250;
825;WINFUT;1 Minuto;5520;5520;1,12;51110;-45590;1125;713;401;11;0,63;305,00;63,38;00:00:00;-2.855,00;-995,00;2,50;5;4;1;250;
826;WINFUT;1 Minuto;4740;4740;1,12;44085;-39345;942;602;332;8;0,62;320,00;63,91;00:00:00;-2.795,00;-855,00;2,50;5;4;2;250;
827;WINFUT;1 Minuto;2990;2990;1,08;38490;-35500;841;525;309;7;0,64;290,00;62,43;00:00:00;-1.985,00;-835,00;2,50;5;4;3;250;
828;WINFUT;1 Minuto;1235;1235;1,04;36150;-34915;782;476;292;14;0,64;320,00;60,87;00:00:00;-3.350,00;-860,00;2,50;5;4;4;250;
829;WINFUT;1 Minuto;7615;7615;1,17;53205;-45590;1041;662;373;6;0,66;430,00;63,59;00:00:00;-2.230,00;-1.145,00;2,50;5;5;1;250;
830;WINFUT;1 Minuto;8875;8875;1,23;46685;-37810;889;567;310;12;0,68;300,00;63,78;00:00:00;-2.050,00;-705,00;2,50;5;5;2;250;
831;WINFUT;1 Minuto;6780;6780;1,19;41845;-35065;788;494;286;8;0,69;355,00;62,69;00:00:00;-1.560,00;-700,00;2,50;5;5;3;250;
832;WINFUT;1 Minuto;3745;3745;1,11;38220;-34475;735;447;282;6;0,70;380,00;60,82;00:00:00;-1.725,00;-705,00;2,50;5;5;4;250;
833;WINFUT;1 Minuto;8055;8055;1,19;50955;-42900;1451;918;496;37;0,64;265,00;63,27;00:00:00;-2.210,00;-850,00;3,00;5;2;1;250;
834;WINFUT;1 Minuto;4535;4535;1,12;41900;-37365;1159;732;395;32;0,61;275,00;63,16;00:00:00;-1.965,00;-1.035,00;3,00;5;2;2;250;
835;WINFUT;1 Minuto;2735;2735;1,08;39180;-36445;1096;716;354;26;0,53;260,00;65,33;00:00:00;-2.145,00;-685,00;3,00;5;2;3;250;
836;WINFUT;1 Minuto;2165;2165;1,06;36135;-33970;1042;679;333;30;0,52;275,00;65,16;00:00:00;-2.310,00;-850,00;3,00;5;2;4;250;
837;WINFUT;1 Minuto;5425;5425;1,12;50235;-44810;1226;797;408;21;0,57;265,00;65,01;00:00:00;-1.815,00;-1.195,00;3,00;5;3;1;250;
838;WINFUT;1 Minuto;3990;3990;1,10;43300;-39310;1009;644;348;17;0,60;255,00;63,83;00:00:00;-1.950,00;-1.015,00;3,00;5;3;2;250;
839;WINFUT;1 Minuto;3590;3590;1,10;38565;-34975;888;576;302;10;0,58;325,00;64,86;00:00:00;-1.855,00;-1.020,00;3,00;5;3;3;250;
840;WINFUT;1 Minuto;835;835;1,02;36240;-35405;872;571;283;18;0,51;280,00;65,48;00:00:00;-3.440,00;-685,00;3,00;5;3;4;250;
841;WINFUT;1 Minuto;5110;5110;1,11;50890;-45780;1096;711;373;12;0,58;305,00;64,87;00:00:00;-2.700,00;-1.185,00;3,00;5;4;1;250;
842;WINFUT;1 Minuto;4595;4595;1,12;43980;-39385;913;600;304;9;0,57;320,00;65,72;00:00:00;-2.485,00;-850,00;3,00;5;4;2;250;
