Otimização: Bot_Donchian_MM_V31
Estratégia: Bot_Donchian_MM_V3
Data inicial: 08/05/2023
Data final: 08/08/2023
Otimizações: 864
ID;Ativo;Intervalo;Saldo;Lucro Liquido;Fator de Lucro;Lucro Bruto;Loss Bruto;Número op.;Op. Vencedoras;Op. Perdedoras;Op. Zeradas;Média de Lucro/Prejuízo;Maior lucro;Percentual de Op. Vencedoras;Média de tempo em op;Declínio Máx.(Topo ao Fundo);Declínio Máx.(Trade a Trade);TrueRangeXstop;QtdMinContratos;PeriodoDonchUm;DeslocamentoUm;StopLoss;
350;WINFUT;35 Segundo;3685;3685;1,15;28615;-24930;691;434;250;7;0,66;265,00;62,81;00:00:00;-1.660,00;-605,00;2,50;5;5;2;250;
351;WINFUT;35 Segundo;-255;-255;0,99;23500;-23755;616;381;228;7;0,59;255,00;61,85;00:00:00;-2.685,00;-980,00;2,50;5;5;3;250;
352;WINFUT;35 Segundo;570;570;1,03;22025;-21455;554;349;198;7;0,58;260,00;63,00;00:00:00;-2.670,00;-995,00;2,50;5;5;4;250;
353;WINFUT;35 Segundo;1950;1950;1,07;30300;-28350;1137;709;387;41;0,58;290,00;62,36;00:00:00;-3.235,00;-1.010,00;3,00;5;2;1;250;
354;WINFUT;35 Segundo;2790;2790;1,12;25740;-22950;924;591;304;29;0,58;215,00;63,96;00:00:00;-3.320,00;-1.185,00;3,00;5;2;2;250;
355;WINFUT;35 Segundo;1390;1390;1,06;23850;-22460;875;579;263;33;0,48;265,00;66,17;00:00:00;-3.395,00;-545,00;3,00;5;2;3;250;
356;WINFUT;35 Segundo;2155;2155;1,11;22035;-19880;816;550;235;31;0,47;160,00;67,40;00:00:00;-2.530,00;-675,00;3,00;5;2;4;250;
357;WINFUT;35 Segundo;-405;-405;0,99;28660;-29065;941;589;321;31;0,54;295,00;62,59;00:00:00;-3.895,00;-850,00;3,00;5;3;1;250;
358;WINFUT;35 Segundo;2400;2400;1,10;25880;-23480;800;513;263;24;0,57;265,00;64,13;00:00:00;-3.045,00;-890,00;3,00;5;3;2;250;
359;WINFUT;35 Segundo;2360;2360;1,11;24220;-21860;722;465;240;17;0,57;265,00;64,40;00:00:00;-3.335,00;-680,00;3,00;5;3;3;250;
360;WINFUT;35 Segundo;1775;1775;1,08;22995;-21220;704;462;226;16;0,53;190,00;65,63;00:00:00;-3.385,00;-845,00;3,00;5;3;4;250;
361;WINFUT;35 Segundo;3875;3875;1,14;30670;-26795;827;531;275;21;0,59;320,00;64,21;00:00:00;-2.655,00;-850,00;3,00;5;4;1;250;
362;WINFUT;35 Segundo;1775;1775;1,07;26920;-25145;719;451;256;12;0,61;265,00;62,73;00:00:00;-3.195,00;-680,00;3,00;5;4;2;250;
363;WINFUT;35 Segundo;3150;3150;1,15;24590;-21440;645;407;222;16;0,63;265,00;63,10;00:00:00;-2.695,00;-675,00;3,00;5;4;3;250;
364;WINFUT;35 Segundo;2715;2715;1,14;22310;-19595;586;388;188;10;0,55;225,00;66,21;00:00:00;-2.520,00;-900,00;3,00;5;4;4;250;
365;WINFUT;35 Segundo;3135;3135;1,11;30965;-27830;778;519;250;9;0,54;325,00;66,71;00:00:00;-2.465,00;-840,00;3,00;5;5;1;250;
366;WINFUT;35 Segundo;3740;3740;1,15;28610;-24870;674;441;227;6;0,59;320,00;65,43;00:00:00;-1.700,00;-710,00;3,00;5;5;2;250;
367;WINFUT;35 Segundo;70;70;1,00;23210;-23140;595;387;199;9;0,52;255,00;65,04;00:00:00;-2.735,00;-730,00;3,00;5;5;3;250;
368;WINFUT;35 Segundo;1225;1225;1,06;22405;-21180;540;360;173;7;0,51;260,00;66,67;00:00:00;-1.830,00;-850,00;3,00;5;5;4;250;
369;WINFUT;35 Segundo;4205;4205;1,17;29540;-25335;1110;698;372;40;0,62;200,00;62,88;00:00:00;-2.075,00;-660,00;3,50;5;2;1;250;
370;WINFUT;35 Segundo;3140;3140;1,14;25360;-22220;911;587;294;30;0,57;215,00;64,43;00:00:00;-3.050,00;-1.220,00;3,50;5;2;2;250;
371;WINFUT;35 Segundo;3080;3080;1,15;23990;-20910;859;581;247;31;0,49;265,00;67,64;00:00:00;-3.275,00;-585,00;3,50;5;2;3;250;
372;WINFUT;35 Segundo;3125;3125;1,16;22085;-18960;801;547;222;32;0,47;160,00;68,29;00:00:00;-2.650,00;-790,00;3,50;5;2;4;250;
373;WINFUT;35 Segundo;1315;1315;1,05;28060;-26745;925;589;302;34;0,54;215,00;63,68;00:00:00;-3.045,00;-725,00;3,50;5;3;1;250;
374;WINFUT;35 Segundo;3635;3635;1,16;26105;-22470;786;517;248;21;0,56;240,00;65,78;00:00:00;-2.875,00;-610,00;3,50;5;3;2;250;
375;WINFUT;35 Segundo;3345;3345;1,16;24385;-21040;712;466;229;17;0,57;215,00;65,45;00:00:00;-2.860,00;-790,00;3,50;5;3;3;250;
376;WINFUT;35 Segundo;1325;1325;1,06;22965;-21640;694;461;218;15;0,50;190,00;66,43;00:00:00;-3.435,00;-990,00;3,50;5;3;4;250;
377;WINFUT;35 Segundo;3870;3870;1,15;30060;-26190;809;525;265;19;0,58;265,00;64,89;00:00:00;-2.960,00;-985,00;3,50;5;4;1;250;
378;WINFUT;35 Segundo;3410;3410;1,14;26940;-23530;702;454;236;12;0,60;265,00;64,67;00:00:00;-3.425,00;-785,00;3,50;5;4;2;250;
379;WINFUT;35 Segundo;3610;3610;1,17;24670;-21060;635;410;207;18;0,59;265,00;64,57;00:00:00;-3.240,00;-660,00;3,50;5;4;3;250;
380;WINFUT;35 Segundo;1685;1685;1,08;22160;-20475;578;386;182;10;0,51;225,00;66,78;00:00:00;-2.985,00;-1.035,00;3,50;5;4;4;250;
381;WINFUT;35 Segundo;4720;4720;1,18;30655;-25935;759;514;234;11;0,54;325,00;67,72;00:00:00;-2.230,00;-865,00;3,50;5;5;1;250;
382;WINFUT;35 Segundo;4270;4270;1,17;28745;-24475;661;437;216;8;0,58;320,00;66,11;00:00:00;-1.675,00;-630,00;3,50;5;5;2;250;
383;WINFUT;35 Segundo;-490;-490;0,98;23150;-23640;583;385;188;10;0,48;255,00;66,04;00:00:00;-2.775,00;-790,00;3,50;5;5;3;250;
384;WINFUT;35 Segundo;1435;1435;1,07;22335;-20900;529;363;157;9;0,46;260,00;68,62;00:00:00;-2.615,00;-985,00;3,50;5;5;4;250;
385;WINFUT;40 Segundo;-2415;-2415;0,92;29280;-31695;1294;605;667;22;1,02;205,00;46,75;00:00:00;-3.200,00;-540,00;1,00;5;2;1;250;
386;WINFUT;40 Segundo;-2805;-2805;0,90;24165;-26970;1081;492;570;19;1,04;250,00;45,51;00:00:00;-4.605,00;-715,00;1,00;5;2;2;250;
387;WINFUT;40 Segundo;220;220;1,01;23780;-23560;1046;511;511;24;1,01;205,00;48,85;00:00:00;-2.910,00;-535,00;1,00;5;2;3;250;
388;WINFUT;40 Segundo;160;160;1,01;21285;-21125;953;467;466;20;1,01;220,00;49,00;00:00:00;-1.560,00;-840,00;1,00;5;2;4;250;
389;WINFUT;40 Segundo;-4520;-4520;0,86;27690;-32210;1148;483;655;10;1,17;250,00;42,07;00:00:00;-5.435,00;-455,00;1,00;5;3;1;250;
390;WINFUT;40 Segundo;-2675;-2675;0,90;23440;-26115;938;390;543;5;1,25;265,00;41,58;00:00:00;-4.360,00;-535,00;1,00;5;3;2;250;
391;WINFUT;40 Segundo;155;155;1,01;22030;-21875;837;373;458;6;1,24;220,00;44,56;00:00:00;-2.905,00;-540,00;1,00;5;3;3;250;
392;WINFUT;40 Segundo;-2080;-2080;0,91;20020;-22100;831;361;461;9;1,16;220,00;43,44;00:00:00;-3.040,00;-595,00;1,00;5;3;4;250;
393;WINFUT;40 Segundo;185;185;1,01;30020;-29835;1044;441;599;4;1,37;265,00;42,24;00:00:00;-2.545,00;-560,00;1,00;5;4;1;250;
394;WINFUT;40 Segundo;1040;1040;1,04;26050;-25010;890;379;509;2;1,40;265,00;42,58;00:00:00;-2.130,00;-650,00;1,00;5;4;2;250;
395;WINFUT;40 Segundo;-160;-160;0,99;21985;-22145;783;322;458;3;1,41;265,00;41,12;00:00:00;-1.960,00;-780,00;1,00;5;4;3;250;
396;WINFUT;40 Segundo;-770;-770;0,96;20225;-20995;733;295;433;5;1,41;265,00;40,25;00:00:00;-2.160,00;-780,00;1,00;5;4;4;250;
397;WINFUT;40 Segundo;-840;-840;0,97;27905;-28745;972;391;578;3;1,44;265,00;40,23;00:00:00;-2.320,00;-865,00;1,00;5;5;1;250;
398;WINFUT;40 Segundo;-1010;-1010;0,96;24460;-25470;852;342;508;2;1,43;255,00;40,14;00:00:00;-2.165,00;-760,00;1,00;5;5;2;250;
399;WINFUT;40 Segundo;-1425;-1425;0,94;21005;-22430;749;289;456;4;1,48;255,00;38,58;00:00:00;-2.745,00;-1.285,00;1,00;5;5;3;250;
400;WINFUT;40 Segundo;135;135;1,01;20315;-20180;677;265;409;3;1,55;310,00;39,14;00:00:00;-1.425,00;-790,00;1,00;5;5;4;250;
401;WINFUT;40 Segundo;1440;1440;1,05;32065;-30625;1193;698;464;31;0,70;205,00;58,51;00:00:00;-2.590,00;-780,00;1,50;5;2;1;250;
402;WINFUT;40 Segundo;-1040;-1040;0,96;26425;-27465;1008;556;425;27;0,74;250,00;55,16;00:00:00;-4.020,00;-695,00;1,50;5;2;2;250;
403;WINFUT;40 Segundo;1170;1170;1,05;25415;-24245;974;561;383;30;0,72;205,00;57,60;00:00:00;-3.090,00;-780,00;1,50;5;2;3;250;
404;WINFUT;40 Segundo;1430;1430;1,07;22725;-21295;879;521;335;23;0,69;220,00;59,27;00:00:00;-1.995,00;-940,00;1,50;5;2;4;250;
405;WINFUT;40 Segundo;-2110;-2110;0,93;30130;-32240;1049;564;466;19;0,77;250,00;53,77;00:00:00;-3.575,00;-520,00;1,50;5;3;1;250;
406;WINFUT;40 Segundo;-775;-775;0,97;25865;-26640;867;466;388;13;0,81;265,00;53,75;00:00:00;-4.255,00;-535,00;1,50;5;3;2;250;
407;WINFUT;40 Segundo;265;265;1,01;23670;-23405;770;420;343;7;0,83;220,00;54,55;00:00:00;-3.265,00;-700,00;1,50;5;3;3;250;
408;WINFUT;40 Segundo;-515;-515;0,98;22185;-22700;755;416;326;13;0,77;220,00;55,10;00:00:00;-2.730,00;-605,00;1,50;5;3;4;250;
409;WINFUT;40 Segundo;1145;1145;1,04;32320;-31175;959;516;434;9;0,87;265,00;53,81;00:00:00;-3.175,00;-680,00;1,50;5;4;1;250;
410;WINFUT;40 Segundo;2330;2330;1,09;28760;-26430;817;443;370;4;0,91;265,00;54,22;00:00:00;-2.375,00;-615,00;1,50;5;4;2;250;
411;WINFUT;40 Segundo;1160;1160;1,05;24335;-23175;708;371;332;5;0,94;255,00;52,40;00:00:00;-2.450,00;-790,00;1,50;5;4;3;250;
412;WINFUT;40 Segundo;810;810;1,04;22625;-21815;656;344;306;6;0,92;265,00;52,44;00:00:00;-1.770,00;-780,00;1,50;5;4;4;250;
413;WINFUT;40 Segundo;1375;1375;1,05;31005;-29630;884;465;411;8;0,92;265,00;52,60;00:00:00;-2.605,00;-700,00;1,50;5;5;1;250;
414;WINFUT;40 Segundo;300;300;1,01;27825;-27525;781;405;373;3;0,93;255,00;51,86;00:00:00;-2.920,00;-680,00;1,50;5;5;2;250;
415;WINFUT;40 Segundo;240;240;1,01;23910;-23670;681;352;326;3;0,94;260,00;51,69;00:00:00;-2.180,00;-870,00;1,50;5;5;3;250;
416;WINFUT;40 Segundo;980;980;1,04;22850;-21870;619;317;301;1;0,99;310,00;51,21;00:00:00;-1.435,00;-770,00;1,50;5;5;4;250;
417;WINFUT;40 Segundo;2985;2985;1,10;32325;-29340;1146;714;398;34;0,61;205,00;62,30;00:00:00;-2.545,00;-810,00;2,00;5;2;1;250;
418;WINFUT;40 Segundo;1105;1105;1,04;27465;-26360;964;581;351;32;0,63;250,00;60,27;00:00:00;-3.615,00;-575,00;2,00;5;2;2;250;
419;WINFUT;40 Segundo;2620;2620;1,11;26225;-23605;931;588;312;31;0,59;205,00;63,16;00:00:00;-2.890,00;-695,00;2,00;5;2;3;250;
420;WINFUT;40 Segundo;1805;1805;1,08;23175;-21370;843;544;274;25;0,55;235,00;64,53;00:00:00;-2.300,00;-1.225,00;2,00;5;2;4;250;
421;WINFUT;40 Segundo;-95;-95;1,00;30855;-30950;995;585;383;27;0,65;250,00;58,79;00:00:00;-3.510,00;-685,00;2,00;5;3;1;250;
422;WINFUT;40 Segundo;500;500;1,02;27075;-26575;837;502;319;16;0,65;265,00;59,98;00:00:00;-3.800,00;-685,00;2,00;5;3;2;250;
423;WINFUT;40 Segundo;160;160;1,01;24360;-24200;736;439;288;9;0,66;235,00;59,65;00:00:00;-3.370,00;-685,00;2,00;5;3;3;250;
424;WINFUT;40 Segundo;335;335;1,01;23200;-22865;716;440;260;16;0,60;235,00;61,45;00:00:00;-2.310,00;-690,00;2,00;5;3;4;250;
425;WINFUT;40 Segundo;3580;3580;1,12;33645;-30065;914;557;341;16;0,69;265,00;60,94;00:00:00;-2.935,00;-795,00;2,00;5;4;1;250;
426;WINFUT;40 Segundo;4765;4765;1,19;30025;-25260;768;473;290;5;0,73;265,00;61,59;00:00:00;-2.725,00;-850,00;2,00;5;4;2;250;
427;WINFUT;40 Segundo;2045;2045;1,09;25250;-23205;661;391;265;5;0,74;255,00;59,15;00:00:00;-1.815,00;-805,00;2,00;5;4;3;250;
428;WINFUT;40 Segundo;1505;1505;1,07;23405;-21900;617;369;237;11;0,69;265,00;59,81;00:00:00;-1.670,00;-800,00;2,00;5;4;4;250;
429;WINFUT;40 Segundo;2960;2960;1,10;32170;-29210;831;500;322;9;0,71;265,00;60,17;00:00:00;-2.445,00;-920,00;2,00;5;5;1;250;
430;WINFUT;40 Segundo;2665;2665;1,10;29120;-26455;729;439;288;2;0,72;255,00;60,22;00:00:00;-2.985,00;-575,00;2,00;5;5;2;250;
431;WINFUT;40 Segundo;1440;1440;1,06;25340;-23900;641;383;255;3;0,71;260,00;59,75;00:00:00;-2.110,00;-775,00;2,00;5;5;3;250;
432;WINFUT;40 Segundo;3875;3875;1,19;24470;-20595;576;349;223;4;0,76;310,00;60,59;00:00:00;-1.050,00;-690,00;2,00;5;5;4;250;
433;WINFUT;40 Segundo;3870;3870;1,14;31570;-27700;1114;716;363;35;0,58;205,00;64,27;00:00:00;-2.260,00;-855,00;2,50;5;2;1;250;
434;WINFUT;40 Segundo;1780;1780;1,07;27230;-25450;936;588;314;34;0,57;250,00;62,82;00:00:00;-3.345,00;-705,00;2,50;5;2;2;250;
435;WINFUT;40 Segundo;3105;3105;1,13;26275;-23170;904;596;277;31;0,53;205,00;65,93;00:00:00;-2.775,00;-565,00;2,50;5;2;3;250;
436;WINFUT;40 Segundo;2430;2430;1,12;23165;-20735;813;547;241;25;0,49;235,00;67,28;00:00:00;-2.395,00;-1.190,00;2,50;5;2;4;250;
437;WINFUT;40 Segundo;-1475;-1475;0,95;29785;-31260;958;577;353;28;0,58;250,00;60,23;00:00:00;-3.960,00;-710,00;2,50;5;3;1;250;
438;WINFUT;40 Segundo;1055;1055;1,04;26635;-25580;798;502;282;14;0,58;265,00;62,91;00:00:00;-3.490,00;-710,00;2,50;5;3;2;250;
439;WINFUT;40 Segundo;355;355;1,01;24200;-23845;708;439;259;10;0,60;235,00;62,01;00:00:00;-3.280,00;-1.040,00;2,50;5;3;3;250;
440;WINFUT;40 Segundo;125;125;1,01;22705;-22580;683;437;229;17;0,53;235,00;63,98;00:00:00;-2.240,00;-720,00;2,50;5;3;4;250;
441;WINFUT;40 Segundo;1805;1805;1,06;32505;-30700;882;553;312;17;0,60;250,00;62,70;00:00:00;-3.345,00;-855,00;2,50;5;4;1;250;
442;WINFUT;40 Segundo;4245;4245;1,17;29870;-25625;737;476;256;5;0,63;265,00;64,59;00:00:00;-2.245,00;-840,00;2,50;5;4;2;250;
443;WINFUT;40 Segundo;2550;2550;1,11;25315;-22765;633;396;229;8;0,64;255,00;62,56;00:00:00;-2.225,00;-715,00;2,50;5;4;3;250;
444;WINFUT;40 Segundo;1940;1940;1,09;23485;-21545;589;379;198;12;0,57;260,00;64,35;00:00:00;-2.050,00;-855,00;2,50;5;4;4;250;
445;WINFUT;40 Segundo;2405;2405;1,08;31995;-29590;795;498;286;11;0,62;265,00;62,64;00:00:00;-1.695,00;-1.135,00;2,50;5;5;1;250;
446;WINFUT;40 Segundo;1845;1845;1,07;28630;-26785;692;437;250;5;0,61;255,00;63,15;00:00:00;-2.935,00;-725,00;2,50;5;5;2;250;
447;WINFUT;40 Segundo;1850;1850;1,08;25830;-23980;618;393;221;4;0,61;260,00;63,59;00:00:00;-2.280,00;-845,00;2,50;5;5;3;250;
448;WINFUT;40 Segundo;3525;3525;1,17;24270;-20745;553;357;192;4;0,63;310,00;64,56;00:00:00;-1.210,00;-850,00;2,50;5;5;4;250;
449;WINFUT;40 Segundo;4980;4980;1,19;31375;-26395;1091;709;348;34;0,58;205,00;64,99;00:00:00;-2.225,00;-1.010,00;3,00;5;2;1;250;
450;WINFUT;40 Segundo;2250;2250;1,09;27230;-24980;924;594;296;34;0,54;215,00;64,29;00:00:00;-3.090,00;-680,00;3,00;5;2;2;250;
451;WINFUT;40 Segundo;3880;3880;1,18;25870;-21990;884;599;254;31;0,50;205,00;67,76;00:00:00;-2.655,00;-510,00;3,00;5;2;3;250;
452;WINFUT;40 Segundo;4050;4050;1,21;23575;-19525;796;553;219;24;0,48;235,00;69,47;00:00:00;-2.485,00;-1.290,00;3,00;5;2;4;250;
453;WINFUT;40 Segundo;-1070;-1070;0,97;29845;-30915;942;580;335;27;0,56;250,00;61,57;00:00:00;-3.460,00;-850,00;3,00;5;3;1;250;
454;WINFUT;40 Segundo;1705;1705;1,07;26665;-24960;783;501;266;16;0,57;265,00;63,98;00:00:00;-3.005,00;-680,00;3,00;5;3;2;250;
455;WINFUT;40 Segundo;2660;2660;1,12;24525;-21865;689;444;235;10;0,59;235,00;64,44;00:00:00;-2.255,00;-925,00;3,00;5;3;3;250;
456;WINFUT;40 Segundo;285;285;1,01;22410;-22125;663;434;211;18;0,49;235,00;65,46;00:00:00;-2.065,00;-745,00;3,00;5;3;4;250;
457;WINFUT;40 Segundo;3630;3630;1,13;32635;-29005;855;557;281;17;0,57;250,00;65,15;00:00:00;-3.270,00;-680,00;3,00;5;4;1;250;
458;WINFUT;40 Segundo;6555;6555;1,28;29895;-23340;709;481;221;7;0,59;265,00;67,84;00:00:00;-1.960,00;-700,00;3,00;5;4;2;250;
459;WINFUT;40 Segundo;3750;3750;1,17;25415;-21665;615;405;201;9;0,58;255,00;65,85;00:00:00;-2.020,00;-850,00;3,00;5;4;3;250;
460;WINFUT;40 Segundo;3630;3630;1,18;23970;-20340;575;391;171;13;0,52;260,00;68,00;00:00:00;-1.800,00;-680,00;3,00;5;4;4;250;
461;WINFUT;40 Segundo;3150;3150;1,11;31615;-28465;766;504;249;13;0,55;265,00;65,80;00:00:00;-2.250,00;-705,00;3,00;5;5;1;250;
462;WINFUT;40 Segundo;3205;3205;1,12;28890;-25685;670;445;219;6;0,55;255,00;66,42;00:00:00;-2.380,00;-670,00;3,00;5;5;2;250;
463;WINFUT;40 Segundo;3185;3185;1,14;26635;-23450;606;410;191;5;0,53;260,00;67,66;00:00:00;-1.600,00;-890,00;3,00;5;5;3;250;
464;WINFUT;40 Segundo;4470;4470;1,22;24500;-20030;535;361;168;6;0,57;310,00;67,48;00:00:00;-1.035,00;-850,00;3,00;5;5;4;250;
465;WINFUT;40 Segundo;5970;5970;1,24;31345;-25375;1080;705;341;34;0,60;205,00;65,28;00:00:00;-2.050,00;-690,00;3,50;5;2;1;250;
466;WINFUT;40 Segundo;3375;3375;1,14;26980;-23605;910;589;287;34;0,56;215,00;64,73;00:00:00;-2.925,00;-790,00;3,50;5;2;2;250;
467;WINFUT;40 Segundo;4170;4170;1,19;25775;-21605;872;596;245;31;0,49;205,00;68,35;00:00:00;-2.450,00;-600,00;3,50;5;2;3;250;
468;WINFUT;40 Segundo;3365;3365;1,17;23280;-19915;784;549;211;24;0,45;235,00;70,03;00:00:00;-2.935,00;-645,00;3,50;5;2;4;250;
469;WINFUT;40 Segundo;1150;1150;1,04;29865;-28715;918;578;315;25;0,57;250,00;62,96;00:00:00;-2.845,00;-785,00;3,50;5;3;1;250;
470;WINFUT;40 Segundo;3305;3305;1,14;26710;-23405;768;503;248;17;0,56;265,00;65,49;00:00:00;-2.805,00;-785,00;3,50;5;3;2;250;
471;WINFUT;40 Segundo;2555;2555;1,12;24370;-21815;680;444;226;10;0,57;235,00;65,29;00:00:00;-2.540,00;-1.040,00;3,50;5;3;3;250;
472;WINFUT;40 Segundo;15;15;1,00;22410;-22395;653;435;201;17;0,46;235,00;66,62;00:00:00;-2.530,00;-890,00;3,50;5;3;4;250;
473;WINFUT;40 Segundo;6010;6010;1,23;32695;-26685;835;559;257;19;0,56;250,00;66,95;00:00:00;-2.980,00;-630,00;3,50;5;4;1;250;
474;WINFUT;40 Segundo;6610;6610;1,29;29700;-23090;701;483;211;7;0,56;265,00;68,90;00:00:00;-2.250,00;-795,00;3,50;5;4;2;250;
475;WINFUT;40 Segundo;2970;2970;1,13;25345;-22375;608;406;193;9;0,54;255,00;66,78;00:00:00;-2.875,00;-990,00;3,50;5;4;3;250;
476;WINFUT;40 Segundo;4380;4380;1,22;24310;-19930;565;395;157;13;0,48;260,00;69,91;00:00:00;-1.835,00;-790,00;3,50;5;4;4;250;
477;WINFUT;40 Segundo;3875;3875;1,14;30960;-27085;751;500;237;14;0,54;265,00;66,58;00:00:00;-2.490,00;-800,00;3,50;5;5;1;250;
478;WINFUT;40 Segundo;2810;2810;1,11;28625;-25815;658;447;205;6;0,51;255,00;67,93;00:00:00;-2.850,00;-640,00;3,50;5;5;2;250;
479;WINFUT;40 Segundo;2855;2855;1,12;26150;-23295;588;407;176;5;0,49;260,00;69,22;00:00:00;-1.905,00;-835,00;3,50;5;5;3;250;
480;WINFUT;40 Segundo;4755;4755;1,24;24335;-19580;519;357;156;6;0,54;310,00;68,79;00:00:00;-1.195,00;-795,00;3,50;5;5;4;250;
481;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;2;1;250;
482;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;2;2;250;
483;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;2;3;250;
484;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;2;4;250;
485;WINFUT;45 Segundo;-1815;-1815;0,95;31285;-33100;1168;503;652;13;1,23;265,00;43,07;00:00:00;-3.995,00;-775,00;1,00;5;3;1;250;
486;WINFUT;45 Segundo;-3585;-3585;0,87;24540;-28125;958;385;566;7;1,28;220,00;40,19;00:00:00;-4.240,00;-775,00;1,00;5;3;2;250;
487;WINFUT;45 Segundo;-3190;-3190;0,87;21150;-24340;847;343;495;9;1,25;265,00;40,50;00:00:00;-4.275,00;-730,00;1,00;5;3;3;250;
488;WINFUT;45 Segundo;-2110;-2110;0,91;21820;-23930;852;361;482;9;1,22;235,00;42,37;00:00:00;-3.290,00;-900,00;1,00;5;3;4;250;
489;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;4;1;250;
490;WINFUT;45 Segundo;810;810;1,03;26760;-25950;884;373;504;7;1,39;265,00;42,19;00:00:00;-1.850,00;-700,00;1,00;5;4;2;250;
491;WINFUT;45 Segundo;-495;-495;0,98;23375;-23870;798;322;470;6;1,43;255,00;40,35;00:00:00;-2.035,00;-1.295,00;1,00;5;4;3;250;
492;WINFUT;45 Segundo;-480;-480;0,98;21985;-22465;747;306;438;3;1,40;295,00;40,96;00:00:00;-1.600,00;-950,00;1,00;5;4;4;250;
493;WINFUT;45 Segundo;0;0;0,00;0;0;0;0;0;0;0,00;0,00;0,00;00:00:00;0,00;0,00;1,00;5;5;1;250;
494;WINFUT;45 Segundo;-2520;-2520;0,91;24360;-26880;836;313;519;4;1,50;265,00;37,44;00:00:00;-3.630,00;-955,00;1,00;5;5;2;250;
495;WINFUT;45 Segundo;-1755;-1755;0,93;22455;-24210;751;276;472;3;1,59;310,00;36,75;00:00:00;-2.225,00;-955,00;1,00;5;5;3;250;
496;WINFUT;45 Segundo;-1350;-1350;0,94;21085;-22435;691;254;435;2;1,61;330,00;36,76;00:00:00;-1.925,00;-710,00;1,00;5;5;4;250;
497;WINFUT;45 Segundo;3155;3155;1,10;34645;-31490;1212;697;481;34;0,76;215,00;57,51;00:00:00;-1.825,00;-595,00;1,50;5;2;1;250;
498;WINFUT;45 Segundo;45;45;1,00;28005;-27960;984;537;423;24;0,79;250,00;54,57;00:00:00;-4.125,00;-785,00;1,50;5;2;2;250;
499;WINFUT;45 Segundo;-1205;-1205;0,96;25785;-26990;965;539;398;28;0,71;170,00;55,85;00:00:00;-3.135,00;-1.035,00;1,50;5;2;3;250;
500;WINFUT;45 Segundo;-1910;-1910;0,92;22265;-24175;885;499;366;20;0,68;165,00;56,38;00:00:00;-2.945,00;-665,00;1,50;5;2;4;250;
501;WINFUT;45 Segundo;645;645;1,02;34095;-33450;1072;591;464;17;0,80;265,00;55,13;00:00:00;-3.740,00;-950,00;1,50;5;3;1;250;
502;WINFUT;45 Segundo;-1510;-1510;0,95;27770;-29280;885;463;412;10;0,84;220,00;52,32;00:00:00;-3.420,00;-950,00;1,50;5;3;2;250;
503;WINFUT;45 Segundo;-2280;-2280;0,91;23645;-25925;783;405;368;10;0,83;265,00;51,72;00:00:00;-4.565,00;-1.030,00;1,50;5;3;3;250;
504;WINFUT;45 Segundo;-865;-865;0,96;23830;-24695;780;421;348;11;0,80;235,00;53,97;00:00:00;-3.035,00;-740,00;1,50;5;3;4;250;
505;WINFUT;45 Segundo;2290;2290;1,07;35215;-32925;971;524;439;8;0,90;265,00;53,96;00:00:00;-2.810,00;-725,00;1,50;5;4;1;250;
506;WINFUT;45 Segundo;1720;1720;1,06;30000;-28280;819;437;372;10;0,90;265,00;53,36;00:00:00;-2.460,00;-615,00;1,50;5;4;2;250;
507;WINFUT;45 Segundo;1915;1915;1,08;26490;-24575;726;388;333;5;0,93;255,00;53,44;00:00:00;-1.535,00;-770,00;1,50;5;4;3;250;
508;WINFUT;45 Segundo;1725;1725;1,07;25360;-23635;683;365;314;4;0,92;295,00;53,44;00:00:00;-1.230,00;-830,00;1,50;5;4;4;250;
509;WINFUT;45 Segundo;2685;2685;1,09;33560;-30875;881;464;410;7;0,96;265,00;52,67;00:00:00;-2.225,00;-610,00;1,50;5;5;1;250;
510;WINFUT;45 Segundo;1640;1640;1,06;29400;-27760;758;388;365;5;1,00;265,00;51,19;00:00:00;-1.495,00;-885,00;1,50;5;5;2;250;
511;WINFUT;45 Segundo;-535;-535;0,98;25915;-26450;692;339;351;2;1,01;295,00;48,99;00:00:00;-1.675,00;-685,00;1,50;5;5;3;250;
512;WINFUT;45 Segundo;1455;1455;1,06;25030;-23575;635;320;313;2;1,04;330,00;50,39;00:00:00;-1.460,00;-680,00;1,50;5;5;4;250;
513;WINFUT;45 Segundo;4270;4270;1,14;34430;-30160;1164;705;414;45;0,67;215,00;60,57;00:00:00;-2.690,00;-575,00;2,00;5;2;1;250;
514;WINFUT;45 Segundo;1635;1635;1,06;28725;-27090;954;565;362;27;0,68;250,00;59,22;00:00:00;-2.840,00;-700,00;2,00;5;2;2;250;
